道具种类	具体类别	详细类别	五行属性	等级	银两	福缘	铜钱	是否做交易记录	道具名称（必须放最后，程序不读）
1	0	0	0	1	50			0	
1	0	0	0	2	100			0	
1	0	0	0	3	250			0	
1	0	0	0	4	500			0	
1	0	0	0	5	2000			0	
1	1	0	0	1	50			0	
1	1	0	0	2	100			0	
1	1	0	0	3	250			0	
1	1	0	0	4	500			0	
1	1	0	0	5	2000			0	
1	2	0	0	1	80			0	
1	2	0	0	2	150			0	
1	2	0	0	3	375			0	
1	2	0	0	4	750			0	
1	2	0	0	5	3000			0	
1	3	0	0	1	50			0
1	3	0	0	2	50			0
1	3	0	0	3	50			0
1	3	0	0	4	100			0
1	3	0	0	5	100			0
1	4	0	0	1	10			0
1	4	0	0	2	20			0
1	4	0	0	3	50			0
1	4	0	0	4	100			0
1	4	0	0	5	200			0
0	0	0	4	1	100			0
0	0	0	4	2	1200			0
0	0	0	4	3	2700			0
0	0	0	4	4	4800			0
0	0	0	4	5	7500			0
0	0	0	4	6	10800			0
0	0	0	4	7	15000			0
0	0	0	4	8	20000			0
0	0	0	4	9	25000			0
0	0	0	4	10	30000			0
0	0	1	3	1	100			0
0	0	1	3	2	1200			0
0	0	1	3	3	2700			0
0	0	1	3	4	4800			0
0	0	1	3	5	7500			0
0	0	1	3	6	10800			0
0	0	1	3	7	15000			0
0	0	1	3	8	20000			0
0	0	1	3	9	25000			0
0	0	1	3	10	30000			0
0	0	2	0	1	100			0
0	0	2	0	2	1500			0
0	0	2	0	3	3000			0
0	0	2	0	4	5000			0
0	0	2	0	5	7500			0
0	0	2	0	6	10000			0
0	0	2	0	7	15000			0
0	0	2	0	8	21000			0
0	0	2	0	9	28000			0
0	0	2	0	10	36000			0
0	0	3	2	1	100			0
0	0	3	2	2	1500			0
0	0	3	2	3	3000			0
0	0	3	2	4	5000			0
0	0	3	2	5	7500			0
0	0	3	2	6	10000			0
0	0	3	2	7	15000			0
0	0	3	2	8	21000			0
0	0	3	2	9	28000			0
0	0	3	2	10	36000			0
0	0	4	0	1	100			0
0	0	4	0	2	1200			0
0	0	4	0	3	2700			0
0	0	4	0	4	4500			0
0	0	4	0	5	7500			0
0	0	4	0	6	9000			0
0	0	4	0	7	13500			0
0	0	4	0	8	20000			0
0	0	4	0	9	27000			0
0	0	4	0	10	32000			0
0	0	5	2	1	100			0
0	0	5	2	2	1200			0
0	0	5	2	3	2700			0
0	0	5	2	4	4800			0
0	0	5	2	5	7500			0
0	0	5	2	6	10800			0
0	0	5	2	7	15000			0
0	0	5	2	8	20000			0
0	0	5	2	9	25000			0
0	0	5	2	10	30000			0
0	1	0	1	1	20			0
0	1	0	1	2	30			0
0	1	0	1	3	40			0
0	1	0	1	4	60			0
0	1	0	1	5	80			0
0	1	0	1	6	100			0
0	1	0	1	7	140			0
0	1	0	1	8	180			0
0	1	0	1	9	250			0
0	1	0	1	10	330			0
0	1	1	1	1	20			0
0	1	1	1	2	30			0
0	1	1	1	3	40			0
0	1	1	1	4	60			0
0	1	1	1	5	80			0
0	1	1	1	6	100			0
0	1	1	1	7	140			0
0	1	1	1	8	180			0
0	1	1	1	9	300			0
0	1	1	1	10	330			0
0	1	2	1	1	150			0
0	1	2	1	2	400			0
0	1	2	1	3	1000			0
0	1	2	1	4	1600			0
0	1	2	1	5	3000			0
0	1	2	1	6	3500			0
0	1	2	1	7	6500			0
0	1	2	1	8	7500			0
0	1	2	1	9	10000			0
0	1	2	1	10	15000			0
0	2	0	3	1	100			0
0	2	0	3	2	400			0
0	2	0	3	3	800			0
0	2	0	3	4	1000			0
0	2	0	3	5	2000			0
0	2	0	3	6	3000			0
0	2	0	3	7	4000			0
0	2	0	3	8	5000			0
0	2	0	3	9	7500			0
0	2	0	3	10	10000			0
0	2	1	0	1	100			0
0	2	1	0	2	300			0
0	2	1	0	3	600			0
0	2	1	0	4	900			0
0	2	1	0	5	1600			0
0	2	1	0	6	2500			0
0	2	1	0	7	3500			0
0	2	1	0	8	4500			0
0	2	1	0	9	6000			0
0	2	1	0	10	8000			0
0	2	2	4	1	100			0
0	2	2	4	2	500			0
0	2	2	4	3	1000			0
0	2	2	4	4	2500			0
0	2	2	4	5	6000			0
0	2	2	4	6	10000			0
0	2	2	4	7	15000			0
0	2	2	4	8	20000			0
0	2	2	4	9	25000			0
0	2	2	4	10	30000			0
0	2	3	3	1	100			0
0	2	3	3	2	400			0
0	2	3	3	3	800			0
0	2	3	3	4	2000			0
0	2	3	3	5	5000			0
0	2	3	3	6	7000			0
0	2	3	3	7	9000			0
0	2	3	3	8	12000			0
0	2	3	3	9	16000			0
0	2	3	3	10	20000			0
0	2	4	3	1	400			0
0	2	4	3	2	1000			0
0	2	4	3	3	2500			0
0	2	4	3	4	5000			0
0	2	4	3	5	10000			0
0	2	4	3	6	16000			0
0	2	4	3	7	25000			0
0	2	4	3	8	32000			0
0	2	4	3	9	40000			0
0	2	4	3	10	50000			0
0	2	5	0	1	100			0
0	2	5	0	2	250			0
0	2	5	0	3	500			0
0	2	5	0	4	800			0
0	2	5	0	5	1200			0
0	2	5	0	6	1800			0
0	2	5	0	7	2500			0
0	2	5	0	8	3200			0
0	2	5	0	9	4000			0
0	2	5	0	10	5000			0
0	2	6	4	1	100			0
0	2	6	4	2	100			0
0	2	6	4	3	100			0
0	2	6	4	4	100			0
0	2	6	4	5	6000			0
0	2	6	4	6	10000			0
0	2	6	4	7	15000			0
0	2	6	4	8	20000			0
0	2	6	4	9	25000			0
0	2	6	4	10	30000			0
0	2	7	2	1	100			0
0	2	7	2	2	400			0
0	2	7	2	3	800			0
0	2	7	2	4	1000			0
0	2	7	2	5	2000			0
0	2	7	2	6	3000			0
0	2	7	2	7	4000			0
0	2	7	2	8	5000			0
0	2	7	2	9	7500			0
0	2	7	2	10	10000			0
0	2	8	3	1	100			0
0	2	8	3	2	300			0
0	2	8	3	3	600			0
0	2	8	3	4	900			0
0	2	8	3	5	1600			0
0	2	8	3	6	2500			0
0	2	8	3	7	3500			0
0	2	8	3	8	4500			0
0	2	8	3	9	6000			0
0	2	8	3	10	8000			0
